filename,style,shape,color,texture,decorations,theme
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-10.jpg,單色,方圓形（Squoval）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",水鑽（Rhinestone）,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-2.jpg,跳色,橢圓形（Oval）,"紅色, 裸粉色, 灰色","光澤（Glossy）, 亮片（Glitter）",,"秋, 優雅"
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-3.jpg,漸層,方圓形（Squoval）,"灰色, 裸粉色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-5.jpg,單色,橢圓形（Oval）,紅色,光澤（Glossy）,,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-4.jpg,法式,尖形（Stiletto）,"白色, 裸粉色","光澤（Glossy）, 亮片（Glitter）",水鑽（Rhinestone）,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-9.jpg,漸層,橢圓形（Oval）,"裸粉色, 金屬銀","珠光（Pearlescent）, 亮片（Glitter）",水鑽（Rhinestone）,優雅
photo_placeid-ChIJ1UlS-pA4aTQR9648sRjqzvk_idx-7.jpg,"跳色, 手繪",,"黃色, 黑色, 白色",亮片（Glitter）,金屬飾片（Metal pieces）,可愛
photo_placeid-ChIJ1UlS-pA4aTQR9648sRjqzvk_idx-8.jpg,單色,圓形（Round）,裸粉色,光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ1UlS-pA4aTQR9648sRjqzvk_idx-9.jpg,單色,橢圓形（Oval）,裸粉色,光澤（Glossy）,,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-6.jpg,"單色, 跳色",方圓形（Squoval）,"裸粉色, 灰色","光澤（Glossy）, 亮片（Glitter）",金屬箔（Foil）,優雅
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-10.jpg,"跳色, 手繪",圓形（Round）,"裸粉色, 白色",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-2.jpg,手繪,尖形（Stiletto）,"黑色, 白色, 裸粉色",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ1TMnNwCxbjQRY4TFoiWrxRk_idx-1.jpg,跳色,尖形（Stiletto）,"金屬銀, 裸粉色","光澤（Glossy）, 亮片（Glitter）","水鑽（Rhinestone）, 金屬飾片（Metal pieces）",優雅
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-1.jpg,貓眼,尖形（Stiletto）,"紅色, 裸粉色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）","雕花（3D art）, 水鑽（Rhinestone）","優雅, 冬"
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-7.jpg,"鏡面, 單色",橢圓形（Oval）,"金屬銀, 裸粉色","珠光（Pearlescent）, 亮片（Glitter）","雕花（3D art）, 金屬飾片（Metal pieces）",優雅
photo_placeid-ChIJ2bFqu985aTQRV-8qFXei_Cs_idx-2.jpg,跳色,橢圓形（Oval）,"裸粉色, 灰色, 白色, 金屬銀","亮片（Glitter）, 光澤（Glossy）, 珠光（Pearlescent）",,簡約
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-6.jpg,"跳色, 手繪",橢圓形（Oval）,"粉色, 白色, 黃色",光澤（Glossy）,,優雅
photo_placeid-ChIJ22nKDDZNaDQR9t3kQ8nQNEM_idx-3.jpg,"單色, 手繪",方圓形（Squoval）,"裸粉色, 白色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",雕花（3D art）,優雅
photo_placeid-ChIJ2bFqu985aTQRV-8qFXei_Cs_idx-4.jpg,單色,圓形（Round）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",,簡約
photo_placeid-ChIJ2bFqu985aTQRV-8qFXei_Cs_idx-6.jpg,,橢圓形（Oval）,"裸粉色, 白色, 棕色",光澤（Glossy）,貝殼（Shell）,優雅
photo_placeid-ChIJ2bFqu985aTQRV-8qFXei_Cs_idx-7.jpg,法式,橢圓形（Oval）,"裸粉色, 白色",光澤（Glossy）,,簡約
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-10.jpg,貓眼,橢圓形（Oval）,"紅色, 橙色",光澤（Glossy）,金屬箔（Foil）,優雅
photo_placeid-ChIJ2bFqu985aTQRV-8qFXei_Cs_idx-10.jpg,跳色,橢圓形（Oval）,"藍色, 粉色, 黃色, 裸粉色",光澤（Glossy）,,"日常, 簡約"
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-3.jpg,漸層,圓形（Round）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",,優雅
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-4.jpg,"鏡面, 手繪",方圓形（Squoval）,"黑色, 金屬銀",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-2.jpg,漸層,橢圓形（Oval）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",,優雅
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-6.jpg,手繪,尖形（Stiletto）,"黑色, 白色",光澤（Glossy）,水鑽（Rhinestone）,日系
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-1.jpg,跳色,尖形（Stiletto）,"黑色, 白色","霧面（Matte）, 亮片（Glitter）",,簡約
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-8.jpg,"跳色, 手繪",尖形（Stiletto）,"黑色, 白色, 裸粉色",光澤（Glossy）,貼紙（Sticker）,"簡約, 可愛"
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-9.jpg,"手繪, 跳色",,"紅色, 白色",亮片,"水鑽, 雕花","可愛, 冬"
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-1.jpg,跳色,,"紅色, 金屬銀",亮片（Glitter）,畫圖章（Stamp）,優雅
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-10.jpg,跳色,橢圓形（Oval）,"白色, 黃色, 金屬銀",光澤（Glossy）,畫圖章（Stamp）,簡約
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-2.jpg,漸層,橢圓形（Oval）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",金屬飾片（Metal pieces）,簡約
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-3.jpg,漸層,橢圓形（Oval）,"黑色, 灰色",光澤（Glossy）,,
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-7.jpg,跳色,橢圓形（Oval）,"黑色, 白色",光澤（Glossy）,"雕花（3D art）, 水鑽（Rhinestone）",優雅
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-4.jpg,"法式, 手繪",橢圓形（Oval）,"裸粉色, 白色, 金屬銀",光澤（Glossy）,,優雅
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-6.jpg,手繪,圓形（Round）,裸粉色,光澤（Glossy）,貼紙（Sticker）,可愛
photo_placeid-ChIJ2dVfU-0faDQR0exoXHK0Ojw_idx-5.jpg,漸層,方形（Square）,紅色,光澤（Glossy）,"水鑽（Rhinestone）, 金屬飾片（Metal pieces）",優雅
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-8.jpg,"跳色, 手繪",橢圓形（Oval）,"紅色, 白色, 金屬銀, 裸粉色","光澤（Glossy）, 亮片（Glitter）",金屬飾片（Metal pieces）,"可愛, 優雅"
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-1.jpg,"漸層, 跳色",橢圓形（Oval）,"黑色, 白色, 金屬銀",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-5.jpg,"跳色, 手繪",圓形（Round）,"綠色, 白色, 棕色",光澤（Glossy）,,可愛
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-9.jpg,跳色,,"銀色, 裸粉色","光澤（Glossy）, 亮片（Glitter）",,
photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-7.jpg,單色,橢圓形（Oval）,紅色,光澤（Glossy）,,"日常, 簡約"
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-3.jpg,手繪,,"裸粉色, 白色, 黑色",光澤（Glossy）,,簡約
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-5.jpg,,,,,,
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-10.jpg,"跳色, 貓眼",橢圓形（Oval）,"黑色, 灰色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）",金屬飾片（Metal pieces）,"優雅, 秋"
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-9.jpg,單色,橢圓形（Oval）,紅色,光澤（Glossy）,,
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-2.jpg,跳色,橢圓形（Oval）,"裸粉色, 白色",光澤（Glossy）,金屬飾片（Metal pieces）,"簡約, 優雅"
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-6.jpg,"漸層, 貓眼",橢圓形（Oval）,"黑色, 灰色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）",,
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-1.jpg,"單色, 跳色",椭圆形（Oval）,"裸粉色, 咖啡色","光澤（Glossy）, 亮片（Glitter）",雕花（3D art）,"秋, 優雅"
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-2.jpg,"跳色, 手繪",橢圓形（Oval）,"紅色, 橙色, 裸粉色",光澤（Glossy）,貼紙（Sticker）,"秋, 優雅"
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-3.jpg,單色,圓形（Round）,紅色,光澤（Glossy）,,"日常, 優雅"
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-4.jpg,"跳色, 手繪",圓形（Round）,"白色, 裸粉色",光澤（Glossy）,,可愛
photo_placeid-ChIJ2yVYqAQfaDQRSK2oDCxBCQs_idx-8.jpg,"跳色, 手繪",,"裸粉色, 白色",光澤（Glossy）,,"日常, 優雅"
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-6.jpg,跳色,橢圓形（Oval）,"橙色, 藍色",光澤（Glossy）,,夏
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-8.jpg,"跳色, 手繪",,"紅色, 白色, 金屬銀","亮片, 光澤","水鑽, 雕花",優雅
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-7.jpg,跳色,方圓形（Squoval）,"紫色, 裸粉色",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-10.jpg,單色,,黑色,光澤（Glossy）,,日常
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-5.jpg,"跳色, 手繪",,"紅色, 藍色, 黃色",光澤（Glossy）,貼紙（Sticker）,可愛
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-10.jpg,"跳色, 手繪",圓形（Round）,"藍色, 白色",光澤（Glossy）,,"簡約, 秋"
photo_placeid-ChIJ2zKyURWoQjQRN9TQr_E-tZk_idx-9.jpg,"跳色, 手繪",方圓形（Squoval）,"綠色, 白色",光澤（Glossy）,,簡約
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-3.jpg,跳色,方圓形（Squoval）,"裸粉色, 黑色",光澤（Glossy）,,簡約
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-5.jpg,手繪,方形（Square）,"粉色, 橙色, 白色, 黑色",光澤（Glossy）,,可愛
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-4.jpg,"跳色, 手繪",方圓形（Squoval）,"裸粉色, 黑色, 白色",光澤（Glossy）,,可愛
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-7.jpg,"跳色, 手繪",方形（Square）,"裸粉色, 白色","光澤（Glossy）, 珠光（Pearlescent）",水鑽（Rhinestone）,優雅
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-8.jpg,"跳色, 手繪",方圓形（Squoval）,"藍色, 白色",光澤（Glossy）,,"春, 簡約"
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-9.jpg,"跳色, 手繪",方圓形（Squoval）,"黑色, 裸粉色","光澤（Glossy）, 亮片（Glitter）",水鑽（Rhinestone）,"簡約, 優雅"
photo_placeid-ChIJ2zymrvs3aDQRNz5zacBsQ3k_idx-2.jpg,"鏡面, 手繪",橢圓形（Oval）,粉色,"光澤（Glossy）, 亮片（Glitter）","水鑽（Rhinestone）, 金屬飾片（Metal pieces）",優雅
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-6.jpg,法式,橢圓形（Oval）,裸粉色,光澤（Glossy）,,簡約
photo_placeid-ChIJ2zymrvs3aDQRNz5zacBsQ3k_idx-6.jpg,單色,方形（Square）,白色,光澤（Glossy）,,優雅
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-10.jpg,"漸層, 單色",方圓形（Squoval）,"黑色, 灰色",光澤（Glossy）,,優雅
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-1.jpg,"跳色, 手繪",橢圓形（Oval）,"灰色, 裸粉色",光澤（Glossy）,畫圖章（Stamp）,"簡約, 優雅"
photo_placeid-ChIJ2ZpXN1LJbjQRoCl-0e85bMg_idx-2.jpg,,橢圓形（Oval）,藍色,"光澤（Glossy）, 亮片（Glitter）",金屬箔（Foil）,繽紛
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-2.jpg,"手繪, 跳色",橢圓形（Oval）,"紅色, 裸粉色, 白色, 金屬銀","光澤（Glossy）, 亮片（Glitter）","水鑽（Rhinestone）, 貼紙（Sticker）",可愛
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-5.jpg,手繪,橢圓形（Oval）,"粉色, 白色, 黃色, 藍色","光澤（Glossy）, 珠光（Pearlescent）",雕花（3D art）,"春, 優雅"
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-7.jpg,"法式, 手繪",橢圓形（Oval）,"紅色, 白色, 裸粉色",光澤（Glossy）,水鑽（Rhinestone）,可愛
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-4.jpg,跳色,,"黑色, 白色, 灰色",光澤（Glossy）,水鑽（Rhinestone）,簡約
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-9.jpg,跳色,方圓形（Squoval）,"黃色, 白色","光澤（Glossy）, 亮片（Glitter）",,"日常, 春"
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-8.jpg,"手繪, 跳色",橢圓形（Oval）,"紅色, 黑色, 白色, 金屬銀","亮片（Glitter）, 光澤（Glossy）",金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ3-pkmp6raTQRsWVS9QaaBpA_idx-2.jpg,單色,圓形（Round）,"灰色, 白色",光澤（Glossy）,金屬飾片（Metal pieces）,簡約
photo_placeid-ChIJ3-pkmp6raTQRsWVS9QaaBpA_idx-1.jpg,貓眼,方形（Square）,金屬銀,珠光（Pearlescent）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-1.jpg,跳色,方圓形（Squoval）,"紅色, 紫色, 橙色, 藍色, 粉色, 白色","光澤（Glossy）, 亮片（Glitter）",貼紙（Sticker）,"可愛, 繽紛"
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-10.jpg,"跳色, 鏡面",圓形（Round）,"白色, 金屬銀, 粉色","光澤（Glossy）, 亮片（Glitter）",,簡約
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-2.jpg,"跳色, 手繪",橢圓形（Oval）,"紅色, 白色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",貼紙（Sticker）,"日系, 可愛"
photo_placeid-ChIJ3-pkmp6raTQRsWVS9QaaBpA_idx-3.jpg,手繪,,"黑色, 白色",光澤（Glossy）,,可愛
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-4.jpg,"跳色, 手繪",圓形（Round）,"綠色, 白色",光澤（Glossy）,"貼紙（Sticker）, 畫圖章（Stamp）","可愛, 簡約"
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-3.jpg,跳色,方圓形（Squoval）,"綠色, 裸粉色",光澤（Glossy）,貼紙（Sticker）,優雅
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-6.jpg,跳色,橢圓形（Oval）,"紅色, 金屬銀",光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-8.jpg,"跳色, 貓眼",圓形（Round）,"藍色, 灰色, 裸粉色","光澤（Glossy）, 珠光（Pearlescent）",畫圖章（Stamp）,簡約
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-9.jpg,"跳色, 鏡面",方圓形（Squoval）,"藍色, 白色, 粉色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）",,"簡約, 冬"
photo_placeid-ChIJ31-mXz6pQjQRlJ8HbklY7GM_idx-5.jpg,手繪,圓形（Round）,"紅色, 白色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",貼紙（Sticker）,"日常, 優雅"
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-10.jpg,跳色,橢圓形（Oval）,裸粉色,"光澤（Glossy）, 亮片（Glitter）",,優雅
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-1.jpg,"跳色, 手繪",圓形（Round）,"棕色, 裸粉色, 白色","光澤（Glossy）, 珠光（Pearlescent）",,"秋, 簡約"
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-2.jpg,法式,方圓形（Squoval）,"裸粉色, 黑色",光澤（Glossy）,,韓系
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-3.jpg,貓眼,方圓形（Squoval）,"黑色, 紅色",光澤（Glossy）,,優雅
photo_placeid-ChIJ3-4qAyixbjQR2B3RT2QM_zk_idx-6.jpg,"跳色, 手繪",圓形（Round）,"黑色, 白色, 灰色, 裸粉色",光澤（Glossy）,貼紙（Sticker）,"日系, 可愛"
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-4.jpg,貓眼,方圓形（Squoval）,"黑色, 紅色",光澤（Glossy）,,日常
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-8.jpg,"單色, 法式, 手繪",方圓形（Squoval）,裸粉色,光澤（Glossy）,水鑽（Rhinestone）,優雅
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-5.jpg,單色,橢圓形（Oval）,裸粉色,光澤（Glossy）,金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-7.jpg,"法式, 跳色",方圓形（Squoval）,"紅色, 裸粉色",光澤（Glossy）,,"優雅, 簡約"
photo_placeid-ChIJ3coPjlYfaDQRB4EBjxLboAI_idx-9.jpg,單色,橢圓形（Oval）,裸粉色,光澤（Glossy）,,日常
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-1.jpg,"跳色, 手繪",橢圓形（Oval）,"紅色, 白色, 黑色",光澤（Glossy）,貼紙（Sticker）,"可愛, 日系"
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-3.jpg,貓眼,方圓形（Squoval）,紫色,光澤（Glossy）,,
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-2.jpg,"單色, 手繪",方圓形（Squoval）,"裸粉色, 白色",光澤（Glossy）,,優雅
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-4.jpg,單色,,紫色,光澤（Glossy）,,
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-5.jpg,貓眼,橢圓形（Oval）,藍色,光澤（Glossy）,,"簡約, 優雅"
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-6.jpg,貓眼,,"紫色, 藍色",光澤（Glossy）,,簡約
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-10.jpg,手繪,方圓形（Squoval）,"粉色, 黑色, 白色",光澤（Glossy）,,可愛
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-8.jpg,單色,,藍色,光澤（Glossy）,,簡約
photo_placeid-ChIJ3Tc8qkaoQjQRLqTjrYWjZYc_idx-1.jpg,"跳色, 雕花, 手繪",方圓形（Squoval）,"白色, 紫色","光澤（Glossy）, 亮片（Glitter）","水鑽（Rhinestone）, 金屬飾片（Metal pieces）","優雅, 繽紛"
photo_placeid-ChIJ3Tc8qkaoQjQRLqTjrYWjZYc_idx-2.jpg,"跳色, 手繪",橢圓形（Oval）,"棕色, 裸粉色","光澤（Glossy）, 亮片（Glitter）",金屬飾片（Metal pieces）,優雅
photo_placeid-ChIJ3RURkHOvaTQRVceZwuWtInc_idx-9.jpg,"跳色, 手繪",方圓形（Squoval）,"紅色, 裸粉色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",畫圖章（Stamp）,"優雅, 秋"
photo_placeid-ChIJ3Tc8qkaoQjQRLqTjrYWjZYc_idx-3.jpg,"法式, 單色",圓形（Round）,"紅色, 白色, 裸粉色",光澤（Glossy）,"雕花（3D art）, 貼紙（Sticker）","優雅, 秋"
photo_placeid-ChIJ3Tc8qkaoQjQRLqTjrYWjZYc_idx-8.jpg,跳色,方圓形（Squoval）,"黑色, 白色, 金屬銀, 裸粉色, 綠色","光澤（Glossy）, 亮片（Glitter）",金屬飾片（Metal pieces）,"韓系, 優雅"
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-1.jpg,法式,橢圓形（Oval）,"白色, 裸粉色",光澤（Glossy）,貼紙（Sticker）,"可愛, 日系"
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-10.jpg,手繪,橢圓形（Oval）,"黑色, 金屬銀",光澤（Glossy）,,"日系, 簡約"
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-3.jpg,跳色,橢圓形（Oval）,"紅色, 裸粉色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",,優雅
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-2.jpg,漸層,橢圓形（Oval）,"紅色, 裸粉色",光澤（Glossy）,,優雅
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-4.jpg,"漸層, 單色",方圓形（Squoval）,"藍色, 銀色",光澤（Glossy）,"水鑽（Rhinestone）, 金屬飾片（Metal pieces）",優雅
photo_placeid-ChIJ3Tc8qkaoQjQRLqTjrYWjZYc_idx-4.jpg,"手繪, 單色",橢圓形（Oval）,"灰色, 黑色, 裸粉色, 白色","光澤（Glossy）, 霧面（Matte）",金屬飾片（Metal pieces）,"簡約, 歐美風"
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-6.jpg,法式,方圓形（Squoval）,"裸粉色, 金屬銀",光澤（Glossy）,金屬飾片（Metal pieces）,簡約
photo_placeid-ChIJ3UAApsJNaDQR8T5eXZaBfDE_idx-7.jpg,"法式, 手繪",橢圓形（Oval）,"裸粉色, 白色","光澤（Glossy）, 亮片（Glitter）",畫圖章（Stamp）,優雅
